long,lat,calle_nombre,calle_altura,direccion,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.3892495860344,-34.5876871609507,AYACUCHO,1994,AYACUCHO 1994,Recoleta,Comuna 2,1112,C1112AAJ
-58.3950737911004,-34.6071483900265,AYACUCHO,200,AYACUCHO 200,Balvanera,Comuna 3,1025,C1025AAD
-58.3950075929359,-34.6067957345402,AYACUCHO,211,AYACUCHO 211,Balvanera,Comuna 3,1025,C1025AAE
-58.3951184284604,-34.6056904975395,AYACUCHO,307,AYACUCHO 307,Balvanera,Comuna 3,1025,C1025AAG
-58.3953251772869,-34.6045915683425,AYACUCHO,400,AYACUCHO 400,Balvanera,Comuna 3,1025,C1025AAH
-58.3952627774752,-34.6043573328939,AYACUCHO,407,AYACUCHO 407,Balvanera,Comuna 3,1026,C1026AAA
-58.3948329915929,-34.6091822465773,,5,AYACUCHO 5,,,,
-58.3954047494388,-34.603035154153,AYACUCHO,503,AYACUCHO 503,Balvanera,Comuna 3,1026,C1026AAC
-58.3955269756631,-34.601813535328,AYACUCHO,603,AYACUCHO 603,Balvanera,Comuna 3,1026,C1026AAE
-58.3955492872337,-34.6020492063158,AYACUCHO,610,AYACUCHO 610,Balvanera,Comuna 3,1026,C1026AAF
-58.3957223962601,-34.6008062508953,AYACUCHO,702,AYACUCHO 702,Balvanera,Comuna 3,1026,C1026AAH
-58.3956324563574,-34.6008201350932,AYACUCHO,703,AYACUCHO 703,Balvanera,Comuna 3,1026,C1026AAG
-58.3958764608535,-34.5994827487373,AYACUCHO,810,AYACUCHO 810,Recoleta,Comuna 2,1111,C1111AAB
-58.3948329915929,-34.6091822465773,,9,AYACUCHO 9,,,,
-58.395961945711,-34.5984838777428,AYACUCHO,912,AYACUCHO 912,Recoleta,Comuna 2,1111,C1111AAD
-58.4007127639937,-34.6070285051683,AZCUENAGA,230,AZCUENAGA 230,Balvanera,Comuna 3,1029,C1029AAF
-58.4007162173878,-34.6069793008209,AZCUENAGA,232,AZCUENAGA 232,Balvanera,Comuna 3,1029,C1029AAF
-58.4007348991867,-34.6067130604551,AZCUENAGA,252,AZCUENAGA 252,Balvanera,Comuna 3,1029,C1029AAF
-58.4007348991867,-34.6067130604551,AZCUENAGA,254,AZCUENAGA 254,Balvanera,Comuna 3,1029,C1029AAF
-58.4008144912299,-34.6056064564962,AZCUENAGA,342,AZCUENAGA 342,Balvanera,Comuna 3,1029,C1029AAH
-58.4008236970295,-34.605491921239,AZCUENAGA,350,AZCUENAGA 350,Balvanera,Comuna 3,1029,C1029AAH
-58.400846317463,-34.6052105115182,AZCUENAGA,366,AZCUENAGA 366,Balvanera,Comuna 3,1029,C1029AAH
-58.4005475474822,-34.6094186909095,,42,AZCUENAGA 42,,,,
-58.4005475474822,-34.6094186909095,,44,AZCUENAGA 44,,,,
-58.4005475474822,-34.6094186909095,,46,AZCUENAGA 46,,,,
-58.4005475474822,-34.6094186909095,,48,AZCUENAGA 48,,,,
-58.3998217011538,-34.5952160286956,AZCUENAGA,1092,AZCUENAGA 1092,Recoleta,Comuna 2,1115,C1115AAF
-58.3996200270254,-34.5943142069766,AZCUENAGA,1190,AZCUENAGA 1190,Recoleta,Comuna 2,1115,C1115AAH
-58.3995036856149,-34.5940197731356,AZCUENAGA,1212,AZCUENAGA 1212,Recoleta,Comuna 2,1115,C1115AAJ
-58.3988347816866,-34.5925693524706,AZCUENAGA,1398,AZCUENAGA 1398,Recoleta,Comuna 2,1115,C1115AAL
-58.3967263998703,-34.5895447827489,AZCUENAGA,1700,AZCUENAGA 1700,Recoleta,Comuna 2,1128,C1128AAB
-58.396278282471,-34.5889960702613,AZCUENAGA,1798,AZCUENAGA 1798,Recoleta,Comuna 2,1128,C1128AAD
-58.4006596444794,-34.6077416393767,AZCUENAGA,180,AZCUENAGA 180,Balvanera,Comuna 3,1029,C1029AAD
-58.3957484929878,-34.5883504979667,AZCUENAGA,1824,AZCUENAGA 1824,Recoleta,Comuna 2,1128,C1128AAF
-58.3953410521629,-34.5878539519146,AZCUENAGA,1900,AZCUENAGA 1900,Recoleta,Comuna 2,1128,C1128AAF
-58.3948170938421,-34.5872064153363,AZCUENAGA,1936,AZCUENAGA 1936,Recoleta,Comuna 2,1128,C1128AAH
-58.3945327701303,-34.5868735895062,AZCUENAGA,1998,AZCUENAGA 1998,Recoleta,Comuna 2,1128,C1128AAH
-58.400871800484,-34.6049013856889,AZCUENAGA,396,AZCUENAGA 396,Balvanera,Comuna 3,1029,C1029AAH
-58.4009506429322,-34.6035536604431,AZCUENAGA,486,AZCUENAGA 486,Balvanera,Comuna 3,1029,C1029AAJ
-58.4009416256649,-34.6023890968769,AZCUENAGA,588,AZCUENAGA 588,Balvanera,Comuna 3,1029,C1029AAL
-58.4009385476224,-34.6023838146689,AZCUENAGA,594,AZCUENAGA 594,Balvanera,Comuna 3,1029,C1029AAL
-58.401014727307,-34.6013240470219,AZCUENAGA,692,AZCUENAGA 692,Balvanera,Comuna 3,1029,C1029AAN
-58.4010967651385,-34.5998989047889,AZCUENAGA,774,AZCUENAGA 774,Balvanera,Comuna 3,1029,C1029AAP
-58.4008308656056,-34.5983631955323,AZCUENAGA,876,AZCUENAGA 876,Recoleta,Comuna 2,1115,C1115AAB
-58.4755049135146,-34.6325054605971,,8,AZUL 8,,,,
-58.4665307066219,-34.550320304317,AZURDUY JUANA,2360,AZURDUY JUANA 2360,Nu\u00f1ez,Comuna 13,1429,C1429BZH
-58.4669898139902,-34.5509555113395,AZURDUY JUANA,2425,AZURDUY JUANA 2425,Nu\u00f1ez,Comuna 13,1429,C1429BZI
-58.4309466081589,-34.5722337850779,BAEZ,286,BAEZ 286,Palermo,Comuna 14,1426,C1426BRF
-58.4320530331816,-34.5715859760745,BAEZ,390,BAEZ 390,Palermo,Comuna 14,1426,C1426BRH
-58.4333110777036,-34.5708390902554,BAEZ,506,BAEZ 506,Palermo,Comuna 14,1426,C1426BRL
-58.4804018123287,-34.6332714938424,,7,BAHIA BLANCA 7,,,,
-58.4839683819752,-34.6253544143895,BAHIA BLANCA,773,BAHIA BLANCA 773,Floresta,Comuna 10,1407,C1407ABM
-58.4823849683732,-34.6288963636611,BAHIA BLANCA,417,BAHIA BLANCA 417,Floresta,Comuna 10,1407,C1407ABG
-58.4839950386178,-34.6252590059154,BAHIA BLANCA,799,BAHIA BLANCA 799,Floresta,Comuna 10,1407,C1407ABM
-58.4850202643648,-34.6245007950968,BAHIA BLANCA,908,BAHIA BLANCA 908,Floresta,Comuna 10,1407,C1407ABR
-58.4833108275201,-34.5982015697759,BAIGORRIA,2318,BAIGORRIA 2318,Villa Del Parque,Comuna 11,1417,C1417FQB
-58.4548622804542,-34.6463732007451,BALBASTRO,2823,BALBASTRO 2823,Flores,Comuna 7,1406,C1406IDC
-58.3699928322777,-34.6207690364492,BALCARCE,1101,BALCARCE 1101,San Telmo,Comuna 1,1064,C1064AAW
-58.3697912205488,-34.6218500127419,BALCARCE,1201,BALCARCE 1201,San Telmo,Comuna 1,1153,C1153AAA
-58.3698017769227,-34.6230948435112,BALCARCE,1309,BALCARCE 1309,San Telmo,Comuna 1,1153,C1153AAC
-58.3706351437156,-34.6096176104506,BALCARCE,150,BALCARCE 150,Monserrat,Comuna 1,1064,C1064AAD
-58.3705876515388,-34.6124849546551,BALCARCE,410,BALCARCE 410,Monserrat,Comuna 1,1064,C1064AAJ
-58.3707841924215,-34.6136726454996,BALCARCE,501,BALCARCE 501,Monserrat,Comuna 1,1064,C1064AAK
-58.3705807140464,-34.6149898264992,BALCARCE,610,BALCARCE 610,Monserrat,Comuna 1,1064,C1064AAN
-58.370248890628,-34.6178894877769,BALCARCE,851,BALCARCE 851,San Telmo,Comuna 1,1064,C1064AAQ
-58.5114237698622,-34.6391179311358,,19,"BEDOYA, ELIAS 19",,,,
-58.477169273489,-34.6163539684386,"BELAUSTEGUI, LUIS, DR.",2886,"BELAUSTEGUI, LUIS, DR. 2886",Villa Santa Rita,Comuna 11,1416,C1416CZH
-58.486836409062,-34.6347486329212,,22,BELEN 22,,,,
-58.492310637037,-34.6287967078182,BELEN,796,BELEN 796,Velez Sarsfield,Comuna 10,1407,C1407ASN
-58.3843838135547,-34.6133983996977,BELGRANO AV.,1286,BELGRANO AV. 1286,Monserrat,Comuna 1,1093,C1093AAN
-58.3901101960499,-34.6137946295854,BELGRANO AV.,1690,BELGRANO AV. 1690,Monserrat,Comuna 1,1093,C1093AAR
-58.3944869284941,-34.6139362286048,BELGRANO AV.,1991,BELGRANO AV. 1991,Balvanera,Comuna 3,1094,C1094AAB
-58.4156246647555,-34.6156915964086,BELGRANO AV.,3500,BELGRANO AV. 3500,Almagro,Comuna 5,1210,C1210AAP
-58.3730995420768,-34.6124571994406,BELGRANO AV.,485,BELGRANO AV. 485,Monserrat,Comuna 1,1092,C1092AAE
-58.3757116578371,-34.6126368548873,BELGRANO AV.,677,BELGRANO AV. 677,Monserrat,Comuna 1,1092,C1092AAG
-58.3788308937952,-34.6130143773606,BELGRANO AV.,890,BELGRANO AV. 890,Monserrat,Comuna 1,1092,C1092AAV
-58.3798650166392,-34.6129157117552,BELGRANO AV.,943,BELGRANO AV. 943,Monserrat,Comuna 1,1092,C1092AAJ
-58.4832034415333,-34.6344986919868,,13,"BENEDETTI, OSVALDO E., DIP.NAC. 13",,,,
-58.4936313100251,-34.6364557704509,,9,BERMUDEZ 9,,,,
-58.5205698131443,-34.6109653071745,BERMUDEZ,3209,BERMUDEZ 3209,Villa Devoto,Comuna 11,1419,C1419CAA
-58.4004839114445,-34.5928451546901,BERUTI,2407,BERUTI 2407,Recoleta,Comuna 2,1117,C1117AAC
-58.4708737272187,-34.5452006132616,BESARES,2399,BESARES 2399,Nu\u00f1ez,Comuna 13,1429,C1429DIK
-58.4711330015003,-34.5452838879109,BESARES,2401,BESARES 2401,Saavedra,Comuna 12,1429,C1429DIM
-58.4711748138036,-34.5452960077306,BESARES,2407,BESARES 2407,Saavedra,Comuna 12,1429,C1429DIM
-58.4092899923083,-34.5893566422567,BILLINGHURST,1825,BILLINGHURST 1825,Recoleta,Comuna 2,1425,C1425DTK
-58.4114409617061,-34.5920764188166,BILLINGHURST,1611,BILLINGHURST 1611,Recoleta,Comuna 2,1425,C1425DTG
-58.4092871973149,-34.5893535409659,BILLINGHURST,1833,BILLINGHURST 1833,Recoleta,Comuna 2,1425,C1425DTK
-58.4049922990395,-34.5844427229581,BILLINGHURST,2402,BILLINGHURST 2402,Recoleta,Comuna 2,1425,C1425DTX
-58.4036771821426,-34.5831399221342,BILLINGHURST,2507,BILLINGHURST 2507,Palermo,Comuna 14,1425,C1425DTY
-58.4156812236034,-34.6035544631094,BILLINGHURST,518,BILLINGHURST 518,Almagro,Comuna 5,1174,C1174ABJ
-58.4515722123149,-34.5547007674808,BLANCO ENCALADA,1611,BLANCO ENCALADA 1611,Belgrano,Comuna 13,1428,C1428DCQ
-58.4587166856558,-34.5590464129258,BLANCO ENCALADA,2382,BLANCO ENCALADA 2382,Belgrano,Comuna 13,1428,C1428DDL
-58.4587166856558,-34.5590464129258,BLANCO ENCALADA,2384,BLANCO ENCALADA 2384,Belgrano,Comuna 13,1428,C1428DDL
-58.4850550380813,-34.5747141683109,BLANCO ENCALADA,4967,BLANCO ENCALADA 4967,Villa Urquiza,Comuna 12,1431,C1431CDK
-58.485736566656,-34.5751177968637,BLANCO ENCALADA,5019,BLANCO ENCALADA 5019,Villa Urquiza,Comuna 12,1431,C1431CDM
-58.4159803272522,-34.6257660923309,BOEDO AV.,1016,BOEDO AV. 1016,Boedo,Comuna 5,1239,C1239AAN
-58.4159788925618,-34.6257848417147,BOEDO AV.,1018,BOEDO AV. 1018,Boedo,Comuna 5,1239,C1239AAN
-58.4158520129265,-34.6280624452701,BOEDO AV.,1212,BOEDO AV. 1212,Boedo,Comuna 5,1239,C1239AAP
-58.4160029883782,-34.6303913374838,BOEDO AV.,1413,BOEDO AV. 1413,Boedo,Comuna 5,1239,C1239AAE
-58.4160072810123,-34.6304902058269,BOEDO AV.,1419,BOEDO AV. 1419,Boedo,Comuna 5,1239,C1239AAE
-58.4160684822387,-34.6316450369875,BOEDO AV.,1515,BOEDO AV. 1515,Boedo,Comuna 5,1239,C1239AAF
-58.4158999267812,-34.6320907798621,BOEDO AV.,1556,BOEDO AV. 1556,Boedo,Comuna 5,1239,C1239AAS
-58.4162199915757,-34.6343079794608,BOEDO AV.,1715,BOEDO AV. 1715,Boedo,Comuna 5,1239,C1239AAH
-58.4160256018479,-34.6377611898252,BOEDO AV.,2016,BOEDO AV. 2016,Boedo,Comuna 5,1239,C1239AAX
-58.4160130915638,-34.6253387929794,BOEDO AV.,1000,BOEDO AV. 1000,Boedo,Comuna 5,1218,C1218AAS
-58.4159846302284,-34.6257098450802,BOEDO AV.,1010,BOEDO AV. 1010,Boedo,Comuna 5,1239,C1239AAN
-58.41598319554,-34.6257285944642,BOEDO AV.,1012,BOEDO AV. 1012,Boedo,Comuna 5,1239,C1239AAN
-58.4161692841689,-34.6258013459218,BOEDO AV.,1017,BOEDO AV. 1017,Boedo,Comuna 5,1239,C1239AAA
-58.4158534931412,-34.6271363012761,BOEDO AV.,1114,BOEDO AV. 1114,Boedo,Comuna 5,1239,C1239AAO
-58.4158492490696,-34.6281195539595,BOEDO AV.,1218,BOEDO AV. 1218,Boedo,Comuna 5,1239,C1239AAP
-58.4158287726609,-34.6291331534882,BOEDO AV.,1310,BOEDO AV. 1310,Boedo,Comuna 5,1239,C1239AAQ
-58.4159771632427,-34.6292569022176,BOEDO AV.,1319,BOEDO AV. 1319,Boedo,Comuna 5,1239,C1239AAD
-58.41580551569,-34.6303254869158,BOEDO AV.,1414,BOEDO AV. 1414,Boedo,Comuna 5,1239,C1239AAR
-58.4160029883782,-34.6303913374838,BOEDO AV.,1415,BOEDO AV. 1415,Boedo,Comuna 5,1239,C1239AAE
-58.4160664791684,-34.6316074681523,BOEDO AV.,1509,BOEDO AV. 1509,Boedo,Comuna 5,1239,C1239AAF
-58.4158999267812,-34.6320907798621,BOEDO AV.,1552,BOEDO AV. 1552,Boedo,Comuna 5,1239,C1239AAS
-58.416140719241,-34.6329762874145,BOEDO AV.,1609,BOEDO AV. 1609,Boedo,Comuna 5,1239,C1239AAG
-58.4162165344822,-34.63425107515,BOEDO AV.,1707,BOEDO AV. 1707,Boedo,Comuna 5,1239,C1239AAH
-58.4160574076436,-34.6376105973246,BOEDO AV.,2008,BOEDO AV. 2008,Boedo,Comuna 5,1239,C1239AAX
-58.416432728759,-34.622649238093,BOEDO AV.,807,BOEDO AV. 807,Boedo,Comuna 5,1218,C1218AAE
-58.4162668075094,-34.6226541591082,BOEDO AV.,810,BOEDO AV. 810,Boedo,Comuna 5,1218,C1218AAR
-58.4161168656119,-34.6240505596662,BOEDO AV.,910,BOEDO AV. 910,Boedo,Comuna 5,1218,C1218AAS
-58.4162898255308,-34.6242940583853,BOEDO AV.,911,BOEDO AV. 911,Boedo,Comuna 5,1218,C1218AAF
-58.416063000333,-34.6246829618593,BOEDO AV.,936,BOEDO AV. 936,Boedo,Comuna 5,1218,C1218AAS
-58.4160546535076,-34.6247926566134,BOEDO AV.,942,BOEDO AV. 942,Boedo,Comuna 5,1218,C1218AAS
-58.4158509684009,-34.6271386197088,BOEDO AV.,1112,BOEDO AV. 1112,Boedo,Comuna 5,1239,C1239AAO
-58.4158340076022,-34.6308700713982,BOEDO AV.,1470,BOEDO AV. 1470,Boedo,Comuna 5,1239,C1239AAR
-58.4161422713359,-34.6330052227255,BOEDO AV.,1613,BOEDO AV. 1613,Boedo,Comuna 5,1239,C1239AAG
-58.4162797916377,-34.635613469871,BOEDO AV.,1813,BOEDO AV. 1813,Boedo,Comuna 5,1239,C1239AAI
-58.4536390963829,-34.621627207584,BOGOTA,1609,BOGOTA 1609,Caballito,Comuna 6,1406,C1406GBC
-58.4781311947265,-34.629337263791,BOGOTA,3500,BOGOTA 3500,Floresta,Comuna 10,1407,C1407ESD
-58.4273329462794,-34.6257242380739,,9,"BONIFACIO, JOSE 9",,,,
-58.459714343915,-34.6281661581737,,10,"BONORINO, ESTEBAN, CNEL. AV. 10",,,,
-58.4304568768878,-34.5772659901191,BONPLAND,2460,BONPLAND 2460,Palermo,Comuna 14,1425,C1425FWH
-58.4304568768878,-34.5772659901191,BONPLAND,2468,BONPLAND 2468,Palermo,Comuna 14,1425,C1425FWH
-58.4293201306936,-34.5882224852461,"BORGES, JORGE LUIS",1685,"BORGES, JORGE LUIS 1685",Palermo,Comuna 14,1414,C1414DGA
-58.4288563307822,-34.5879172680488,"BORGES, JORGE LUIS",1719,"BORGES, JORGE LUIS 1719",Palermo,Comuna 14,1414,C1414DGC
-58.4286786703185,-34.5878018238072,"BORGES, JORGE LUIS",1749,"BORGES, JORGE LUIS 1749",Palermo,Comuna 14,1414,C1414DGC
-58.4209470310369,-34.5820883754507,"BORGES, JORGE LUIS",2495,"BORGES, JORGE LUIS 2495",Palermo,Comuna 14,1425,C1425FFI
-58.4208228423917,-34.5819882075389,"BORGES, JORGE LUIS",2499,"BORGES, JORGE LUIS 2499",Palermo,Comuna 14,1425,C1425FFI
-58.4075165344779,-34.6074095203891,BOULOGNE SUR MER,205,BOULOGNE SUR MER 205,Balvanera,Comuna 3,1213,C1213AAA
-58.4076068116941,-34.6074027661187,BOULOGNE SUR MER,228,BOULOGNE SUR MER 228,Balvanera,Comuna 3,1213,C1213AAB
-58.4075165344779,-34.6074095203891,BOULOGNE SUR MER,229,BOULOGNE SUR MER 229,Balvanera,Comuna 3,1213,C1213AAA
-58.4072153742892,-34.6064379693435,BOULOGNE SUR MER,317,BOULOGNE SUR MER 317,Balvanera,Comuna 3,1213,C1213AAC
-58.4071710413117,-34.6062931613759,BOULOGNE SUR MER,323,BOULOGNE SUR MER 323,Balvanera,Comuna 3,1213,C1213AAC
-58.4068303644598,-34.6051763535706,BOULOGNE SUR MER,427,BOULOGNE SUR MER 427,Balvanera,Comuna 3,1213,C1213AAE
-58.4068053452214,-34.6050946218777,BOULOGNE SUR MER,431,BOULOGNE SUR MER 431,Balvanera,Comuna 3,1213,C1213AAE
-58.4065324431861,-34.6041639675424,BOULOGNE SUR MER,515,BOULOGNE SUR MER 515,Balvanera,Comuna 3,1213,C1213AAG
-58.4065324431861,-34.6041639675424,BOULOGNE SUR MER,517,BOULOGNE SUR MER 517,Balvanera,Comuna 3,1213,C1213AAG
-58.4062284619805,-34.6030005050849,BOULOGNE SUR MER,609,BOULOGNE SUR MER 609,Balvanera,Comuna 3,1213,C1213AAI
-58.4062068745686,-34.6029191381103,BOULOGNE SUR MER,617,BOULOGNE SUR MER 617,Balvanera,Comuna 3,1213,C1213AAI
-58.4058420211964,-34.6015705557515,BOULOGNE SUR MER,711,BOULOGNE SUR MER 711,Balvanera,Comuna 3,1213,C1213AAK
-58.4058013921557,-34.6014528886328,BOULOGNE SUR MER,723,BOULOGNE SUR MER 723,Balvanera,Comuna 3,1213,C1213AAK
-58.4048531143322,-34.5985436723666,BOULOGNE SUR MER,975,BOULOGNE SUR MER 975,Balvanera,Comuna 3,1213,C1213AAO
-58.4047938433644,-34.5983619493865,BOULOGNE SUR MER,985,BOULOGNE SUR MER 985,Balvanera,Comuna 3,1213,C1213AAO
-58.4048584880713,-34.5982709505188,BOULOGNE SUR MER,994,BOULOGNE SUR MER 994,Balvanera,Comuna 3,1213,C1213AAP
-58.4645757881155,-34.6155208108974,BOYACA,1123,BOYACA 1123,Villa Gral. Mitre,Comuna 11,1416,C1416AAA
-58.4645757881155,-34.6155208108974,BOYACA,1125,BOYACA 1125,Villa Gral. Mitre,Comuna 11,1416,C1416AAA
-58.467833204163,-34.6114048845351,BOYACA,1600,BOYACA 1600,Villa Gral. Mitre,Comuna 11,1416,C1416AAJ
-58.3697918662579,-34.6373373685064,BRANDSEN,1201,BRANDSEN 1201,Barracas,Comuna 4,1287,C1287AAA
-58.3698661539855,-34.6373434645226,BRANDSEN,1221,BRANDSEN 1221,Barracas,Comuna 4,1287,C1287AAA
-58.3749790349282,-34.637810997933,BRANDSEN,1701,BRANDSEN 1701,Barracas,Comuna 4,1287,C1287AAK
-58.3597238945275,-34.6345932097133,BRANDSEN,423,BRANDSEN 423,Boca,Comuna 4,1161,C1161AAI
-58.3855496144236,-34.6284434902647,BRASIL,1396,BRASIL 1396,Constitucion,Comuna 1,1154,C1154AAX
-58.3868630695764,-34.6286616372603,BRASIL,1482,BRASIL 1482,Constitucion,Comuna 1,1154,C1154AAZ
-58.3886372018954,-34.6289701332485,BRASIL,1638,BRASIL 1638,Constitucion,Comuna 1,1154,C1154ABD
-58.3724111707491,-34.6254995605736,BRASIL,486,BRASIL 486,San Telmo,Comuna 1,1154,C1154AAF
-58.3708349671008,-34.6253073246425,BRASIL AV.,359,BRASIL AV. 359,San Telmo,Comuna 1,1154,C1154AAC
-58.4173685703623,-34.6106798944321,,18,"BRAVO, MARIO 18",,,,
-58.4945045123944,-34.644998072299,BRUIX AV.,4893,BRUIX AV. 4893,Parque Avellaneda,Comuna 9,1407,C1407ILA
-58.4927466035034,-34.5708048996092,BUCARELLI,3012,BUCARELLI 3012,Villa Urquiza,Comuna 12,1431,C1431DRN
-58.4714331109604,-34.6128630441881,"BUFANO, ALFREDO R.",1608,"BUFANO, ALFREDO R. 1608",Villa Gral. Mitre,Comuna 11,1416,C1416AJJ
-58.4677638149733,-34.6175202073644,"BUFANO, ALFREDO R.",1145,"BUFANO, ALFREDO R. 1145",Flores,Comuna 7,1406,C1406AXI
-58.411760951428,-34.5882186387254,BULNES,1986,BULNES 1986,Palermo,Comuna 14,1425,C1425DKH
-58.4106939693673,-34.5866592427924,BULNES,2196,BULNES 2196,Palermo,Comuna 14,1425,C1425DKL
-58.4070039249717,-34.582890700796,BULNES,2515,BULNES 2515,Palermo,Comuna 14,1425,C1425DKS
-58.4070039249717,-34.582890700796,BULNES,2531,BULNES 2531,Palermo,Comuna 14,1425,C1425DKS
-58.4065112130439,-34.5818755708585,BULNES,2605,BULNES 2605,Palermo,Comuna 14,1425,C1425DKU
-58.4064531138788,-34.5817559168641,BULNES,2627,BULNES 2627,Palermo,Comuna 14,1425,C1425DKU
-58.4061284275512,-34.581082651056,BULNES,2705,BULNES 2705,Palermo,Comuna 14,1425,C1425DKW
-58.406367659429,-34.5821462718776,CABELLO,3174,CABELLO 3174,Palermo,Comuna 14,1425,C1425APD
-58.4074253640365,-34.5818156256864,CABELLO,3270,CABELLO 3270,Palermo,Comuna 14,1425,C1425APF
-58.4083855607359,-34.5815156977995,CABELLO,3374,CABELLO 3374,Palermo,Comuna 14,1425,C1425APH
-58.4085273447653,-34.5814711122116,CABELLO,3398,CABELLO 3398,Palermo,Comuna 14,1425,C1425APH
-58.4091895173953,-34.5811531741775,CABELLO,3449,CABELLO 3449,Palermo,Comuna 14,1425,C1425API
-58.4095905779882,-34.5811280601958,CABELLO,3498,CABELLO 3498,Palermo,Comuna 14,1425,C1425APJ
-58.4100500501003,-34.580891495455,CABELLO,3565,CABELLO 3565,Palermo,Comuna 14,1425,C1425APK
-58.4102771342205,-34.5808995673899,CABELLO,3590,CABELLO 3590,Palermo,Comuna 14,1425,C1425APL
-58.4115645433152,-34.5805243242631,CABELLO,3682,CABELLO 3682,Palermo,Comuna 14,1425,C1425APN
-58.4116415725194,-34.5805002446395,CABELLO,3690,CABELLO 3690,Palermo,Comuna 14,1425,C1425APN
-58.4128912069401,-34.5801117673022,CABELLO,3780,CABELLO 3780,Palermo,Comuna 14,1425,C1425APP
-58.4129288033041,-34.5801000151651,CABELLO,3788,CABELLO 3788,Palermo,Comuna 14,1425,C1425APP
-58.4153214750724,-34.5793485458238,CABELLO,3996,CABELLO 3996,Palermo,Comuna 14,1425,C1425APT
-58.5162200344589,-34.5896694421519,"CABEZON, JOSE LEON",3701,"CABEZON, JOSE LEON 3701",Villa Devoto,Comuna 11,1419,C1419FCW
-58.5170964874037,-34.5902654114604,"CABEZON, JOSE LEON",3799,"CABEZON, JOSE LEON 3799",Villa Devoto,Comuna 11,1419,C1419FCW
-58.5172210597191,-34.5902976690433,"CABEZON, JOSE LEON",3801,"CABEZON, JOSE LEON 3801",Villa Devoto,Comuna 11,1419,C1419FCY
-58.4261464681988,-34.5943691498147,"CABRERA, JOSE A.",4390,"CABRERA, JOSE A. 4390",Palermo,Comuna 14,1414,C1414BGD
-58.4278863760237,-34.5931540389778,"CABRERA, JOSE A.",4586,"CABRERA, JOSE A. 4586",Palermo,Comuna 14,1414,C1414BGH
-58.4364447599858,-34.5868798409006,"CABRERA, JOSE A.",5467,"CABRERA, JOSE A. 5467",Palermo,Comuna 14,1414,C1414BHA
-58.4282327227456,-34.5927832543845,"CABRERA, JOSE A.",4613,"CABRERA, JOSE A. 4613",Palermo,Comuna 14,1414,C1414BGI
-58.4372335660481,-34.6352615269389,CACHIMAYO,1315,CACHIMAYO 1315,Parque Chacabuco,Comuna 7,1424,C1424ARM
-58.4427304528771,-34.6214929309712,,15,CACHIMAYO 15,,,,
-58.4749545032824,-34.5814692860469,CADIZ,3747,CADIZ 3747,Parque Chas,Comuna 15,1431,C1431DMA
-58.4749957282342,-34.5814782467788,CADIZ,3749,CADIZ 3749,Parque Chas,Comuna 15,1431,C1431DMA
-58.5106292931237,-34.6229564677453,"CALDERON DE LA BARCA, PEDRO",1817,"CALDERON DE LA BARCA, PEDRO 1817",Monte Castro,Comuna 10,1417,C1417CIA
-58.4965712277073,-34.6367366538616,,25,"CALDERON DE LA BARCA, PEDRO 25",,,,
-58.5237093232343,-34.6128069524001,"CALDERON DE LA BARCA, PEDRO",3255,"CALDERON DE LA BARCA, PEDRO 3255",Villa Devoto,Comuna 11,1419,C1419CEA
-58.4995356330466,-34.6312575455557,"CALDERON DE LA BARCA, PEDRO",715,"CALDERON DE LA BARCA, PEDRO 715",Velez Sarsfield,Comuna 10,1407,C1407KPO
-58.3921728832483,-34.6074359833493,CALLAO AV.,150,CALLAO AV. 150,Balvanera,Comuna 3,1022,C1022AAO
-58.3922424995223,-34.606404146804,CALLAO AV.,232,CALLAO AV. 232,Balvanera,Comuna 3,1022,C1022AAP
-58.3923228679471,-34.6029558743361,CALLAO AV.,511,CALLAO AV. 511,San Nicolas,Comuna 1,1022,C1022AAF
-58.3922424995223,-34.606404146804,CALLAO AV.,238,CALLAO AV. 238,Balvanera,Comuna 3,1022,C1022AAP
-58.3920937575887,-34.6086629275847,,34,CALLAO AV. 34,,,,
-58.3924587160458,-34.6035070728013,CALLAO AV.,468,CALLAO AV. 468,Balvanera,Comuna 3,1022,C1022AAR
-58.3929219611829,-34.6004430480254,CALLAO AV.,734,CALLAO AV. 734,Balvanera,Comuna 3,1023,C1023AAN
-58.3803500817202,-34.6197604642586,"CALVO, CARLOS",1013,"CALVO, CARLOS 1013",Constitucion,Comuna 1,1102,C1102AAU
-58.384561415133,-34.6197732719719,"CALVO, CARLOS",1305,"CALVO, CARLOS 1305",Constitucion,Comuna 1,1102,C1102ABA
-58.3859946034793,-34.6198387904495,"CALVO, CARLOS",1407,"CALVO, CARLOS 1407",Constitucion,Comuna 1,1102,C1102ABC
-58.3877435348973,-34.6199437099547,"CALVO, CARLOS",1529,"CALVO, CARLOS 1529",Constitucion,Comuna 1,1102,C1102ABE
-58.3886741791975,-34.6200804767746,"CALVO, CARLOS",1600,"CALVO, CARLOS 1600",Constitucion,Comuna 1,1102,C1102ABF
-58.3903623727752,-34.6201052505737,"CALVO, CARLOS",1701,"CALVO, CARLOS 1701",Constitucion,Comuna 1,1102,C1102ABI
-58.3935139658216,-34.6204465537093,"CALVO, CARLOS",1917,"CALVO, CARLOS 1917",San Cristobal,Comuna 3,1230,C1230AAC
