long,lat,objectid,clave_vere,numero_ord,clave_vado,origendato
-58.4422049147822,-34.5687153289422,58742,023-018-010C-16022-1,1,023-018-010C-16022-1-1,VueloFotogrametrico
-58.4428478545913,-34.56931884294,58743,023-018-017-16022-1,1,023-018-017-16022-1-1,VueloFotogrametrico
-58.4428497506002,-34.5692821407261,58744,023-018-017-16022-1,2,023-018-017-16022-1-2,VueloFotogrametrico
-58.4418216033285,-34.5697666339638,58745,023-018-028-7071-1,1,023-018-028-7071-1-1,VueloFotogrametrico
-58.4417468894078,-34.5697599854364,58746,023-018-028-7071-1,2,023-018-028-7071-1-2,VueloFotogrametrico
-58.4406234945499,-34.5672950061048,58747,023-019-001G-16022-1,1,023-019-001G-16022-1-1,VueloFotogrametrico
-58.4405792970414,-34.5672905557614,58748,023-019-001G-16022-1,2,023-019-001G-16022-1-2,VueloFotogrametrico
-58.4420820160864,-34.5686325316051,58749,023-019-012E-16025-1,1,023-019-012E-16025-1-1,VueloFotogrametrico
-58.4420789337664,-34.5685834609268,58750,023-019-012E-16025-1,2,023-019-012E-16025-1-2,VueloFotogrametrico
-58.4411929628206,-34.569285616461,58751,023-019-018-7071-1,1,023-019-018-7071-1-1,VueloFotogrametrico
-58.4412499101025,-34.5692844483243,58752,023-019-018-7071-1,2,023-019-018-7071-1-2,VueloFotogrametrico
-58.4397198953693,-34.5679508950586,58753,023-019-034-7071-1,1,023-019-034-7071-1-1,VueloFotogrametrico
-58.4397325765843,-34.5679231043101,58754,023-019-034-7071-1,2,023-019-034-7071-1-2,VueloFotogrametrico
-58.4430791220148,-34.5693426213699,58755,023-020-001-21050-1,1,023-020-001-21050-1-1,VueloFotogrametrico
-58.443089275592,-34.569299398833,58756,023-020-001-21050-1,2,023-020-001-21050-1-2,VueloFotogrametrico
-58.4436589194624,-34.5688571722502,58757,023-020-005B-12012-1,1,023-020-005B-12012-1-1,VueloFotogrametrico
-58.4437158231721,-34.5688573904467,58758,023-020-005B-12012-1,2,023-020-005B-12012-1-2,VueloFotogrametrico
-58.4446623511464,-34.5698992331832,58759,023-020-016-12012-1,1,023-020-016-12012-1-1,VueloFotogrametrico
-58.4446695008535,-34.5698468922467,58760,023-020-016-12012-1,2,023-020-016-12012-1-2,VueloFotogrametrico
-58.4440797538098,-34.5702056160156,58761,023-020-021-16022-1,1,023-020-021-16022-1-1,VueloFotogrametrico
-58.4983764957353,-34.596481911091,64394,071-009-001-20045-1,1,071-009-001-20045-1-1,VueloFotogrametrico
-58.4984863723506,-34.5964793273166,64395,071-009-001-20045-1,2,071-009-001-20045-1-2,VueloFotogrametrico
-58.4988002397512,-34.5967117641212,64396,071-009-004A-3200-1,1,071-009-004A-3200-1-1,VueloFotogrametrico
-58.4987863373936,-34.596670074074,64397,071-009-004A-3200-1,2,071-009-004A-3200-1-2,VueloFotogrametrico
-58.4982246979721,-34.597357956583,64398,071-009-010A-2045-1,1,071-009-010A-2045-1-1,VueloFotogrametrico
-58.4974354862285,-34.5968847379953,64399,071-009-013D-2045-1,1,071-009-013D-2045-1-1,VueloFotogrametrico
-58.4974517872263,-34.5968335195553,64400,071-009-013D-2045-1,2,071-009-013D-2045-1-2,VueloFotogrametrico
-58.4986152482098,-34.5964250857411,64401,071-011-001-14009-1,1,071-011-001-14009-1-1,VueloFotogrametrico
-58.4986373919764,-34.5963889344996,64402,071-011-001-14009-1,2,071-011-001-14009-1-2,VueloFotogrametrico
-58.4993589717411,-34.5961294981224,64403,071-011-004-3200-2,1,071-011-004-3200-2-1,VueloFotogrametrico
-58.4993589717411,-34.5961294981224,64404,071-011-004-3200-2,3,071-011-004-3200-2-3,VueloFotogrametrico
-58.4988830090699,-34.5966049218992,64405,071-011-005-14009-1,1,071-011-005-14009-1-1,VueloFotogrametrico
-58.5055274286849,-34.6122306159459,64406,081-006A-001A-20021-1,1,081-006A-001A-20021-1-1,VueloFotogrametrico
-58.5055279170322,-34.6121834823,64407,081-006A-001A-20021-1,2,081-006A-001A-20021-1-2,VueloFotogrametrico
-58.505847487907,-34.611881451189,64408,081-006A-005A-20021-1,1,081-006A-005A-20021-1-1,VueloFotogrametrico
-58.507349397735,-34.6127616523113,64409,081-006A-020-20088-1,1,081-006A-020-20088-1-1,VueloFotogrametrico
-58.5069836156786,-34.6131042792108,64410,081-006A-024-20088-1,1,081-006A-024-20088-1-1,VueloFotogrametrico
-58.5070963360011,-34.6130881532399,64411,081-006A-024-20088-1,2,081-006A-024-20088-1-2,VueloFotogrametrico
-58.5061640182586,-34.6114784652747,64412,081-006B-001A-20021-1,1,081-006B-001A-20021-1-1,VueloFotogrametrico
-58.5105322721643,-34.6065045355352,64471,081-012-010-20021-1,2,081-012-010-20021-1-2,VueloFotogrametrico
-58.4422848113086,-34.642671414363,53069,044-111-013-3207-1,1,044-111-013-3207-1-1,VueloFotogrametrico
-58.4414206613883,-34.6434994704518,53070,044-111-023-3207-1,1,044-111-023-3207-1-1,VueloFotogrametrico
-58.4415073703361,-34.6434759115876,53071,044-111-023-3207-1,2,044-111-023-3207-1-2,VueloFotogrametrico
-58.4406221874881,-34.6433297600179,53072,044-111-031-17128-1,1,044-111-031-17128-1-1,VueloFotogrametrico
-58.4405928933747,-34.6432802626525,53073,044-111-031-17128-1,2,044-111-031-17128-1-2,VueloFotogrametrico
-58.4413038103322,-34.6413611744145,53074,044-112-001-27005-1,1,044-112-001-27005-1-1,VueloFotogrametrico
-58.4413578227951,-34.6413415545965,53075,044-112-001-27005-1,2,044-112-001-27005-1-2,VueloFotogrametrico
-58.4424371893328,-34.6416343110955,53076,044-112-010-13091-1,1,044-112-010-13091-1-1,VueloFotogrametrico
-58.4424159670501,-34.6416120992068,53077,044-112-010-13091-1,2,044-112-010-13091-1-2,VueloFotogrametrico
-58.4421329102418,-34.6425090020752,53078,044-112-020-13091-1,1,044-112-020-13091-1-1,VueloFotogrametrico
-58.440982872663,-34.642320184914,53079,044-112-035-27016-1,1,044-112-035-27016-1-1,VueloFotogrametrico
-58.4409614044387,-34.6422719747334,53080,044-112-035-27016-1,2,044-112-035-27016-1-2,VueloFotogrametrico
-58.4417365418096,-34.6402737162113,53081,044-113A-001A-17128-1,1,044-113A-001A-17128-1-1,VueloFotogrametrico
-58.4416330962735,-34.640508570056,53082,044-113A-001B-17128-1,1,044-113A-001B-17128-1-1,VueloFotogrametrico
-58.4416264213982,-34.6404528337724,53083,044-113A-001B-17128-1,2,044-113A-001B-17128-1-2,VueloFotogrametrico
-58.4428343383252,-34.6405554408283,53084,044-113A-011-20073-1,1,044-113A-011-20073-1-1,VueloFotogrametrico
-58.4425904805187,-34.641217765697,53085,044-113A-015D-13091-1,1,044-113A-015D-13091-1-1,VueloFotogrametrico
-58.4424693877026,-34.6415094166959,53086,044-113B-020B-27005-1,1,044-113B-020B-27005-1-1,VueloFotogrametrico
-58.4424972174213,-34.6413786800177,53087,044-113B-020B-27005-1,2,044-113B-020B-27005-1-2,VueloFotogrametrico
-58.4221348445421,-34.6408938142589,55138,038-132-019-17107-1,2,038-132-019-17107-1-2,VueloFotogrametrico
-58.4209659812501,-34.6449315487951,55139,038-140-001A-6023-1,1,038-140-001A-6023-1-1,VueloFotogrametrico
-58.420934656548,-34.6448774067468,55140,038-140-001A-6023-1,2,038-140-001A-6023-1-2,VueloFotogrametrico
-58.4198711579161,-34.6462209779223,55141,038-140-014-12054-1,1,038-140-014-12054-1-1,VueloFotogrametrico
-58.419740971252,-34.6462061196636,55142,038-140-014-12054-1,2,038-140-014-12054-1-2,VueloFotogrametrico
-58.4197713028321,-34.6455436397735,55143,038-140-019-1027-1,1,038-140-019-1027-1-1,VueloFotogrametrico
-58.4203311332324,-34.6447977836757,55144,038-140-026A-1027-1,1,038-140-026A-1027-1-1,VueloFotogrametrico
-58.4204058569968,-34.6447715835051,55145,038-140-026A-1027-1,2,038-140-026A-1027-1-2,VueloFotogrametrico
-58.4211658339674,-34.6437372557026,55146,038-141-001C-1027-1,1,038-141-001C-1027-1-1,VueloFotogrametrico
-58.4218485048393,-34.6439316827897,55147,038-141-006-17006-1,1,038-141-006-17006-1-1,VueloFotogrametrico
-58.4218360685445,-34.6438631075461,55148,038-141-006-17006-1,2,038-141-006-17006-1-2,VueloFotogrametrico
-58.421051821766,-34.6447894299831,55149,038-141-018A-12054-1,1,038-141-018A-12054-1-1,VueloFotogrametrico
-58.4211166057582,-34.6447711620003,55150,038-141-018A-12054-1,2,038-141-018A-12054-1-2,VueloFotogrametrico
-58.4205027857421,-34.6446832549589,55151,038-141-021A-1027-1,1,038-141-021A-1027-1-1,VueloFotogrametrico
-58.4204783709353,-34.6446043566913,55152,038-141-021A-1027-1,2,038-141-021A-1027-1-2,VueloFotogrametrico
-58.4221443974988,-34.6424441370405,55153,038-142-001A-3227-1,1,038-142-001A-3227-1-1,VueloFotogrametrico
-58.4227198234226,-34.642917404382,55154,038-142-007C-3227-1,1,038-142-007C-3227-1-1,VueloFotogrametrico
-58.4226780141235,-34.6428360552372,55155,038-142-007C-3227-1,2,038-142-007C-3227-1-2,VueloFotogrametrico
-58.4219220859709,-34.6437885736098,55156,038-142-017A-12054-1,1,038-142-017A-12054-1-1,VueloFotogrametrico
-58.4219831315717,-34.6437733563826,55157,038-142-017A-12054-1,2,038-142-017A-12054-1-2,VueloFotogrametrico
-58.4212382953394,-34.6436265139654,55158,038-142-022-1027-1,1,038-142-022-1027-1-1,VueloFotogrametrico
-58.4329058171972,-34.6652949730058,62031,052-055A-001-3088-1,2,052-055A-001-3088-1-2,VueloFotogrametrico
-58.4335803226611,-34.6644327184788,62032,052-056-001B-3088-1,1,052-056-001B-3088-1-1,VueloFotogrametrico
-58.4329439385835,-34.6651875191496,62033,052-056-006-6022-1,1,052-056-006-6022-1-1,VueloFotogrametrico
-58.434626096937,-34.6650298926448,62034,052-056-007-2067-1,1,052-056-007-2067-1-1,VueloFotogrametrico
-58.440361597044,-34.6594298063096,62093,052-063-011-20050-1,2,052-063-011-20050-1-2,VueloFotogrametrico
-58.4426965645778,-34.656050191721,61680,050-071B-011-3088-1,1,050-071B-011-3088-1-1,VueloFotogrametrico
-58.4505010729414,-34.6561167328355,61681,050-072C-000A-17111-1,1,050-072C-000A-17111-1-1,VueloFotogrametrico
-58.450476560043,-34.6560227203279,61682,050-072C-000A-17111-1,2,050-072C-000A-17111-1-2,VueloFotogrametrico
-58.4490207127079,-34.6548487116582,61683,050-072C-000A-4025-1,1,050-072C-000A-4025-1-1,VueloFotogrametrico
-58.4489730525977,-34.6548451787033,61684,050-072C-000A-4025-1,2,050-072C-000A-4025-1-2,VueloFotogrametrico
-58.4480411406596,-34.6580516109666,61685,050-072C-000B-22006-1,1,050-072C-000B-22006-1-1,VueloFotogrametrico
-58.4465155571054,-34.6568312819485,61686,050-072C-000B-12023-1,1,050-072C-000B-12023-1-1,VueloFotogrametrico
-58.4410088091905,-34.6666378269245,61745,052-005-021A-19057-1,2,052-005-021A-19057-1-2,VueloFotogrametrico
-58.4402989121441,-34.6659737563183,61746,052-005-030A-17067-1,1,052-005-030A-17067-1-1,VueloFotogrametrico
-58.4423444786294,-34.6644258948941,61747,052-006-001-17067-1,1,052-006-001-17067-1-1,VueloFotogrametrico
-58.4422576122222,-34.6644238906781,61748,052-006-001-17067-1,2,052-006-001-17067-1-2,VueloFotogrametrico
-58.4430024979578,-34.6650430437488,61749,052-006-010-3168-1,1,052-006-010-3168-1-1,VueloFotogrametrico
-58.4430069941563,-34.6650032432424,61750,052-006-010-3168-1,2,052-006-010-3168-1-2,VueloFotogrametrico
-58.4421106060271,-34.6657063473063,61751,052-006-019-1006-1,1,052-006-019-1006-1-1,VueloFotogrametrico
-58.4421859915287,-34.6657009376132,61752,052-006-019-1006-1,2,052-006-019-1006-1-2,VueloFotogrametrico
-58.3955854688508,-34.6268458819387,20269,022-030-001-17038-1,1,022-030-001-17038-1-1,VueloFotogrametrico
-58.3969966712044,-34.6269950702513,20270,022-030-013-17038-1,1,022-030-013-17038-1-1,VueloFotogrametrico
-58.3969664626206,-34.6269696382919,20271,022-030-013-17038-1,2,022-030-013-17038-1-2,VueloFotogrametrico
-58.3967943112934,-34.6279910113906,20272,022-030-022A-7026-1,1,022-030-022A-7026-1-1,VueloFotogrametrico
-58.396839688244,-34.6279619268163,20273,022-030-022A-7026-1,2,022-030-022A-7026-1-2,VueloFotogrametrico
-58.3954118055494,-34.6277136087651,20274,022-030-031-7026-1,1,022-030-031-7026-1-1,VueloFotogrametrico
-58.3957783216659,-34.6256366734864,20275,022-031-001-3159-1,1,022-031-001-3159-1-1,VueloFotogrametrico
-58.3958047192809,-34.6256315461629,20276,022-031-001-3159-1,2,022-031-001-3159-1-2,VueloFotogrametrico
-58.3971826415787,-34.6257873272131,20277,022-031-013-3159-1,1,022-031-013-3159-1-1,VueloFotogrametrico
-58.3969934536328,-34.6268801781689,20278,022-031-024A-17038-1,1,022-031-024A-17038-1-1,VueloFotogrametrico
-58.3970414370864,-34.6268203641569,20279,022-031-024A-17038-1,2,022-031-024A-17038-1-2,VueloFotogrametrico
-58.395596847293,-34.6267289087662,20280,022-031-037-17038-1,1,022-031-037-17038-1-1,VueloFotogrametrico
-58.3960021602978,-34.6243695263795,20281,022-032-001A-3134-1,1,022-032-001A-3134-1-1,VueloFotogrametrico
-58.3960320551929,-34.6243563007336,20282,022-032-001A-3134-1,2,022-032-001A-3134-1-2,VueloFotogrametrico
-58.3974266560003,-34.624530355927,20283,022-032-011-3134-1,1,022-032-011-3134-1-1,VueloFotogrametrico
-58.3974027020162,-34.6245068061915,20284,022-032-011-3134-1,2,022-032-011-3134-1-2,VueloFotogrametrico
-58.397210856713,-34.625687872222,20285,022-032-025-3159-1,1,022-032-025-3159-1-1,VueloFotogrametrico
-58.3972363739214,-34.6256484705021,20286,022-032-025-3159-1,2,022-032-025-3159-1-2,VueloFotogrametrico
-58.3958225214254,-34.6255609047043,20287,022-032-035-17027-1,1,022-032-035-17027-1-1,VueloFotogrametrico
-58.3957899399959,-34.6255145758551,20288,022-032-035-17027-1,2,022-032-035-17027-1-2,VueloFotogrametrico
-58.3963748865165,-34.623166969551,20289,022-033-001-20040-1,1,022-033-001-20040-1-1,VueloFotogrametrico
-58.396425798062,-34.6231440308988,20290,022-033-001-20040-1,2,022-033-001-20040-1-2,VueloFotogrametrico
-58.3977343621548,-34.6233277216866,20291,022-033-014-20040-1,1,022-033-014-20040-1-1,VueloFotogrametrico
-58.5061627554102,-34.637308999474,24743,095-043-006-26003-1,2,095-043-006-26003-1-2,VueloFotogrametrico
-58.5052375740073,-34.6371522611504,24744,095-043-013-26003-1,1,095-043-013-26003-1-1,VueloFotogrametrico
-58.5050753032053,-34.6371273510665,24745,095-044-005-26003-1,1,095-044-005-26003-1-1,VueloFotogrametrico
-58.5048727755111,-34.6371043771418,24746,095-044-005-26003-1,2,095-044-005-26003-1-2,VueloFotogrametrico
-58.5039395628034,-34.6357314401756,24747,095-045B-001-2002-1,1,095-045B-001-2002-1-1,VueloFotogrametrico
-58.5039690047464,-34.6357173612214,24748,095-045B-001-2002-1,2,095-045B-001-2002-1-2,VueloFotogrametrico
-58.5050467666309,-34.6358498519895,24749,095-045C-000-12126-8,1,095-045C-000-12126-8-1,VueloFotogrametrico
-58.5054327674744,-34.6348263440772,24750,095-046-001B-3178-1,1,095-046-001B-3178-1-1,VueloFotogrametrico
-58.5063185722491,-34.6355769269521,24751,095-046-010-2002-1,1,095-046-010-2002-1-1,VueloFotogrametrico
-58.505213347443,-34.6357621732481,24752,095-046-018-2002-1,1,095-046-018-2002-1-1,VueloFotogrametrico
-58.5043873859473,-34.6340589087394,24753,095-047-001-8032-1,1,095-047-001-8032-1-1,VueloFotogrametrico
-58.5044239159363,-34.6340529915967,24754,095-047-001-8032-1,2,095-047-001-8032-1-2,VueloFotogrametrico
-58.5050314678803,-34.6344616723251,24755,095-047-006-20070-1,1,095-047-006-20070-1-1,VueloFotogrametrico
-58.5042870124784,-34.6344194040216,24756,095-047-009-20070-1,1,095-047-009-20070-1-1,VueloFotogrametrico
-58.5042711849886,-34.6343906368796,24757,095-047-009-20070-1,2,095-047-009-20070-1-2,VueloFotogrametrico
-58.5041272941612,-34.6351045100512,24758,095-048A-001-8032-1,1,095-048A-001-8032-1-1,VueloFotogrametrico
-58.5051985543072,-34.6352574978481,24759,095-048A-010-3178-1,1,095-048A-010-3178-1-1,VueloFotogrametrico
-58.5050721012549,-34.6357602623282,24760,095-048A-014C-3178-1,1,095-048A-014C-3178-1-1,VueloFotogrametrico
-58.5050997158685,-34.6357434206587,24761,095-048A-014C-3178-1,2,095-048A-014C-3178-1-2,VueloFotogrametrico
-58.5039798146353,-34.635611893369,24762,095-048A-024-8032-1,1,095-048A-024-8032-1-1,VueloFotogrametrico
-58.5039632445531,-34.6355798398518,24763,095-048A-024-8032-1,2,095-048A-024-8032-1-2,VueloFotogrametrico
-58.504240801452,-34.6345321954215,24764,095-048B-001-20070-1,1,095-048B-001-20070-1-1,VueloFotogrametrico
-58.50428261109,-34.6345151990661,24765,095-048B-001-20070-1,2,095-048B-001-20070-1-2,VueloFotogrametrico
-58.5053703572,-34.6347466065487,24766,095-048B-010-20070-1,1,095-048B-010-20070-1-1,VueloFotogrametrico
-58.5051980521591,-34.6346350912507,24767,095-048B-010-20070-1,2,095-048B-010-20070-1-2,VueloFotogrametrico
-58.5052276067017,-34.6351724279091,24768,095-048B-015-3038-1,1,095-048B-015-3038-1-1,VueloFotogrametrico
-58.5041272967618,-34.6350319153247,24769,095-048B-024-3038-1,1,095-048B-024-3038-1-1,VueloFotogrametrico
-58.5047399519674,-34.6371264822088,24770,095-049-006-26003-1,1,095-049-006-26003-1-1,VueloFotogrametrico
-58.50478552681,-34.6370916495315,24771,095-049-006-26003-1,2,095-049-006-26003-1-2,VueloFotogrametrico
-58.5037147391218,-34.6370002810978,24772,095-049-014-26003-1,1,095-049-014-26003-1-1,VueloFotogrametrico
-58.5036742295073,-34.6369510212683,24773,095-049-014-26003-1,2,095-049-014-26003-1-2,VueloFotogrametrico
-58.5044371255468,-34.6380576119275,24774,095-050-0000-19046-1,1,095-050-0000-19046-1-1,VueloFotogrametrico
-58.5045018341757,-34.6380107532899,24775,095-050-0000-19046-1,2,095-050-0000-19046-1-2,VueloFotogrametrico
-58.5041977449126,-34.6379795625839,24776,095-050-0000-19046-1,3,095-050-0000-19046-1-3,VueloFotogrametrico
-58.503650792668,-34.6371087219785,24777,095-051-001-8032-1,1,095-051-001-8032-1-1,VueloFotogrametrico
-58.5037010864729,-34.6370829401677,24778,095-051-001-8032-1,2,095-051-001-8032-1-2,VueloFotogrametrico
-58.5047201115293,-34.6372394637062,24779,095-051-009-3178-1,1,095-051-009-3178-1-1,VueloFotogrametrico
-58.4768761090681,-34.6670265179564,30244,064-029-013-13086-1,2,064-029-013-13086-1-2,VueloFotogrametrico
-58.4775457979872,-34.6675756665111,30245,064-029-022-2011-1,1,064-029-022-2011-1-1,VueloFotogrametrico
-58.4766505125977,-34.6683225017625,30246,064-029-032-20073-1,1,064-029-032-20073-1-1,VueloFotogrametrico
-58.4770111429722,-34.6669277739499,30247,064-030-001-13086-1,1,064-030-001-13086-1-1,VueloFotogrametrico
-58.4797197247527,-34.573060660017,37949,051-083-014E-13083-1,1,051-083-014E-13083-1-1,VueloFotogrametrico
-58.4788211291464,-34.573718452382,37950,051-083-021B-13071-1,1,051-083-021B-13071-1-1,VueloFotogrametrico
-58.4788949766106,-34.5737075473777,37951,051-083-021B-13071-1,2,051-083-021B-13071-1-2,VueloFotogrametrico
-58.4778303477006,-34.5731274094801,37952,051-083-032-13071-1,1,051-083-032-13071-1-1,VueloFotogrametrico
-58.4778339489018,-34.5730706920745,37953,051-083-032-13071-1,2,051-083-032-13071-1-2,VueloFotogrametrico
-58.4793234055362,-34.571409173498,37954,051-084-001A-12151-1,1,051-084-001A-12151-1-1,VueloFotogrametrico
-58.4793631787458,-34.5714077285125,37955,051-084-001A-12151-1,2,051-084-001A-12151-1-2,VueloFotogrametrico
-58.4801422976901,-34.5719057960633,37956,051-084-008-2083-1,1,051-084-008-2083-1-1,VueloFotogrametrico
-58.4801336923612,-34.5718793555452,37957,051-084-008-2083-1,2,051-084-008-2083-1-2,VueloFotogrametrico
-58.4794835580252,-34.5726719752132,37958,051-084-018-16015-1,1,051-084-018-16015-1-1,VueloFotogrametrico
-58.4786427659579,-34.5722422173152,37959,051-084-025-16015-1,1,051-084-025-16015-1-1,VueloFotogrametrico
-58.4786312734118,-34.5721763091959,37960,051-084-025-16015-1,2,051-084-025-16015-1-2,VueloFotogrametrico
-58.47995662229,-34.5706952635468,37961,051-085-001A-4111-1,1,051-085-001A-4111-1-1,VueloFotogrametrico
-58.4800104651482,-34.5706950400315,37962,051-085-001A-4111-1,2,051-085-001A-4111-1-2,VueloFotogrametrico
-58.4807780284266,-34.5711790745727,37963,051-085-007-4111-1,1,051-085-007-4111-1-1,VueloFotogrametrico
-58.4807587642614,-34.5711396889542,37964,051-085-007-4111-1,2,051-085-007-4111-1-2,VueloFotogrametrico
-58.4802028355466,-34.5718118505059,37965,051-085-013A-2083-1,1,051-085-013A-2083-1-1,VueloFotogrametrico
-58.4802625153085,-34.5717943227757,37966,051-085-013A-2083-1,2,051-085-013A-2083-1-2,VueloFotogrametrico
-58.4794211923607,-34.5713392758417,37967,051-085-020-2083-1,1,051-085-020-2083-1-1,VueloFotogrametrico
-58.4794221509011,-34.5712789173947,37968,051-085-020-2083-1,2,051-085-020-2083-1-2,VueloFotogrametrico
-58.4744460318795,-34.5753245580722,37969,051-086-001A-1009-1,1,051-086-001A-1009-1-1,VueloFotogrametrico
-58.4744921310558,-34.5753168204672,37970,051-086-001A-1009-1,2,051-086-001A-1009-1-2,VueloFotogrametrico
-58.4752754509989,-34.5757912718136,37971,051-086-008-12151-1,1,051-086-008-12151-1-1,VueloFotogrametrico
-58.4752644226544,-34.5757664222054,37972,051-086-008-12151-1,2,051-086-008-12151-1-2,VueloFotogrametrico
-58.4745834631423,-34.5765556096051,37973,051-086-015-12168-1,1,051-086-015-12168-1-1,VueloFotogrametrico
-58.4746524787598,-34.5765318722447,37974,051-086-015-12168-1,2,051-086-015-12168-1-2,VueloFotogrametrico
-58.4737905704906,-34.5761016619778,37975,051-086-023A-1009-1,1,051-086-023A-1009-1-1,VueloFotogrametrico
-58.473787753961,-34.5760540139107,37976,051-086-023A-1009-1,2,051-086-023A-1009-1-2,VueloFotogrametrico
-58.4752432300205,-34.5744335471282,37977,051-087-001-1009-1,1,051-087-001-1009-1-1,VueloFotogrametrico
-58.475291709079,-34.5744313271581,37978,051-087-001-1009-1,2,051-087-001-1009-1-2,VueloFotogrametrico
-58.4760662506083,-34.5749242690555,37979,051-087-009A-5007-1,1,051-087-009A-5007-1-1,VueloFotogrametrico
-58.4760559943278,-34.5748787246554,37980,051-087-009A-5007-1,2,051-087-009A-5007-1-2,VueloFotogrametrico
-58.4753426269478,-34.5756952404695,37981,051-087-017B-12151-1,1,051-087-017B-12151-1-1,VueloFotogrametrico
-58.4753825253122,-34.5756894431405,37982,051-087-017B-12151-1,2,051-087-017B-12151-1-2,VueloFotogrametrico
-58.4745549134201,-34.5752180099085,37983,051-087-025-1009-1,1,051-087-025-1009-1-1,VueloFotogrametrico
-58.4745625936011,-34.5751795388234,37984,051-087-025-1009-1,2,051-087-025-1009-1-2,VueloFotogrametrico
-58.4760172764712,-34.5735468734482,37985,051-088-001C-10017-1,1,051-088-001C-10017-1-1,VueloFotogrametrico
-58.4760757127091,-34.5735406962697,37986,051-088-001C-10017-1,2,051-088-001C-10017-1-2,VueloFotogrametrico
-58.4768657380833,-34.5740285825073,37987,051-088-007-10017-1,1,051-088-007-10017-1-1,VueloFotogrametrico
-58.4768438222686,-34.5739851099171,37988,051-088-007-10017-1,2,051-088-007-10017-1-2,VueloFotogrametrico
-58.4761092674088,-34.5748139820371,37989,051-088-013-5007-1,1,051-088-013-5007-1-1,VueloFotogrametrico
-58.4761873692379,-34.5748038519825,37990,051-088-013-5007-1,2,051-088-013-5007-1-2,VueloFotogrametrico
-58.4753480354712,-34.5743489352794,37991,051-088-020H-1009-1,1,051-088-020H-1009-1-1,VueloFotogrametrico
-58.4753474279519,-34.5742944241386,37992,051-088-020H-1009-1,2,051-088-020H-1009-1-2,VueloFotogrametrico
-58.4768101514382,-34.5726553838516,37993,051-089-001A-1009-1,1,051-089-001A-1009-1-1,VueloFotogrametrico
-58.4768504788729,-34.5726528605065,37994,051-089-001A-1009-1,2,051-089-001A-1009-1-2,VueloFotogrametrico
-58.4776403419205,-34.5731437763016,37995,051-089-009A-13071-1,1,051-089-009A-13071-1-1,VueloFotogrametrico
-58.4776254661482,-34.573108317082,37996,051-089-009A-13071-1,2,051-089-009A-13071-1-2,VueloFotogrametrico
-58.4769211814798,-34.573925799726,37997,051-089-019-10017-1,1,051-089-019-10017-1-1,VueloFotogrametrico
-58.4769917467061,-34.5738959873257,37998,051-089-019-10017-1,2,051-089-019-10017-1-2,VueloFotogrametrico
-58.4761270685359,-34.5734351534027,37999,051-089-028A-1009-1,1,051-089-028A-1009-1-1,VueloFotogrametrico
-58.4775713515239,-34.5718110578393,38000,051-090-001A-16015-1,1,051-090-001A-16015-1-1,VueloFotogrametrico
-58.4783915579256,-34.5722962371727,38001,051-090-005E-16015-1,1,051-090-005E-16015-1-1,VueloFotogrametrico
-58.4783774502652,-34.57225521197,38002,051-090-005E-16015-1,2,051-090-005E-16015-1-2,VueloFotogrametrico
-58.4777148045521,-34.5730306730692,38003,051-090-008B-13071-1,1,051-090-008B-13071-1-1,VueloFotogrametrico
-58.4777513461969,-34.573021181773,38004,051-090-008B-13071-1,2,051-090-008B-13071-1-2,VueloFotogrametrico
-58.4750554598408,-34.6285630920889,18480,077-149-001A-2090-1,2,077-149-001A-2090-1-2,VueloFotogrametrico
-58.4760306502028,-34.6288434439829,18481,077-149-008-2090-1,1,077-149-008-2090-1-1,VueloFotogrametrico
-58.4787200790591,-34.6258447996059,18370,077-135-001-3151-1,2,077-135-001-3151-1-2,VueloFotogrametrico
-58.4796571029619,-34.6261181341418,18371,077-135-007B-12038-1,1,077-135-007B-12038-1-1,VueloFotogrametrico
-58.4796406163085,-34.6260942525863,18372,077-135-007B-12038-1,2,077-135-007B-12038-1-2,VueloFotogrametrico
-58.4792157448801,-34.6270050541645,18373,077-135-017A-1094-1,1,077-135-017A-1094-1-1,VueloFotogrametrico
-58.4793033172259,-34.6269578901352,18374,077-135-017A-1094-1,2,077-135-017A-1094-1-2,VueloFotogrametrico
-58.4782866406216,-34.6267514269135,18375,077-135-027-1094-1,1,077-135-027-1094-1-1,VueloFotogrametrico
-58.4782755589786,-34.6267192573374,18376,077-135-027-1094-1,2,077-135-027-1094-1-2,VueloFotogrametrico
-58.4791396167101,-34.6248583533072,18377,077-136-001-23081-1,1,077-136-001-23081-1-1,VueloFotogrametrico
-58.4791786343496,-34.6248471334599,18378,077-136-001-23081-1,2,077-136-001-23081-1-2,VueloFotogrametrico
-58.4801213667639,-34.6251200947728,18379,077-136-009-12038-1,1,077-136-009-12038-1-1,VueloFotogrametrico
-58.4930731063704,-34.6224638479711,18670,079-017A-001-13011-1,2,079-017A-001-13011-1-2,VueloFotogrametrico
-58.4932507722613,-34.6225750902639,18671,079-017A-002-13011-1,1,079-017A-002-13011-1-1,VueloFotogrametrico
-58.4922783018123,-34.6233530398812,18672,079-017A-014-4072-1,1,079-017A-014-4072-1-1,VueloFotogrametrico
-58.4921227591535,-34.6232319261674,18673,079-017A-015-4072-1,1,079-017A-015-4072-1-1,VueloFotogrametrico
-58.4921366459365,-34.6231918265333,18674,079-017A-015-4072-1,2,079-017A-015-4072-1-2,VueloFotogrametrico
