estado_est;estado_est_desc;sector;sector_desc;cue;anexo;cueanexo;cui;estado_loc;estado_loc_desc;email;nombre_est;nombre_loc;barrio;calle;num;point_x;point_y;de;comuna;mingob;d_mingob;depfun;d_depfun;tipest;d_tipest;Oferta_CABA;Oferta_CABA_cod
1;activo;1;Estatal;201851;00;20185100;200317;1;activo;dei_jii8_de6@bue.edu.ar;JII Nº08 DE06 MARIA A. SCHIAVONI DE LOPEZ;JII Nº08 DE06 MARIA A. SCHIAVONI DE LOPEZ;ALMAGRO;AVDA. BOEDO;650;104300,0909;100986,6089;06;05;1;Ministerio de Educación;10;Dirección de Educación Inicial;1013;Jardines de Infantes Integrales (JII);Nivel inicial común - Jardín de infantes;JardCom
1;activo;2;Privada;201852;00;20185200;201730;1;activo;JARDINNUEVOSOL@YAHOO.COM.AR;INST. NUEVO SOL DE EDUCACION INTEGRAL;INST. NUEVO SOL DE EDUCACION INTEGRAL;VILLA LURO;AVDA. LOPE DE VEGA;80;96659,0391;99157,92751;18;10;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes;JardCom
1;activo;2;Privada;201853;00;20185300;201216;1;activo;SECRETARIA@IESEVE.EDU.AR;INSTITUTO SUPERIOR DE VIAJANTES;INSTITUTO SUPERIOR DE VIAJANTES;BALVANERA;COMBATE DE LOS POZOS;146;106428,4429;102037,3377;03;03;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201856;00;20185600;201018;1;activo;lagotitadeaguacentro@sgbatos.com.ar;INST.PRIV.DEL SINDICATO GBA DE OBRAS SANITARIAS;INST.PRIV.DEL SINDICATO GBA DE OBRAS SANITARIAS;BALVANERA;AYACUCHO;760;106186,142;103220,479;01;03;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;201856;01;20185601;200387;1;activo;EDUCACION@ITLM.ORG.AR;INST.PRIV.DEL SINDICATO GBA DE OBRAS SANITARIAS;INST.PRIV.DEL SINDICATO GBA DE OBRAS SANITARIAS;CABALLITO;BOGOTA;115;102765,0392;101805,501;07;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201859;00;20185900;201327;1;activo;secretariaagnonmelamed@amia.org.ar;INST. SH. I. AGNON;INST. SH. I. AGNON;VILLA CRESPO;SERRANO;341;101815,6242;103405,7117;07;15;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201865;00;20186500;201302;1;activo;ALBERTOSCHWEITZER@YAHOO.COM.AR;INSTITUTO ALBERTO SCHWEITZER;INSTITUTO ALBERTO SCHWEITZER;ALMAGRO;AVDA. RIVADAVIA;4044;103712,2286;101864,5874;06;05;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común;JardCom - PriCom
1;activo;2;Privada;201868;00;20186800;201154;1;activo;COLEGIO@NUEVOSRUMBOS.EDU.AR;COLEGIO NUEVOS RUMBOS;COLEGIO NUEVOS RUMBOS;RECOLETA;CHARCAS;2845;104801,9233;103573,1393;02;02;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común;JardCom - PriCom
1;activo;2;Privada;201869;00;20186900;201403;1;activo;BELGRANO@COLEGIOANDERSEN.ORG;INST. HANS CHRISTIAN ANDERSEN;INST. HANS CHRISTIAN ANDERSEN;COLEGIALES;CIUDAD DE LA PAZ;1282;101155,8805;106686,9087;09;13;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;2;Privada;201873;00;20187300;201283;1;activo;INFORMES@INSTITUTOHUELLAS.EDU.AR;INSTITUTO EDUCATIVO HUELLAS;INSTITUTO EDUCATIVO HUELLAS;ALMAGRO;AGRELO;3668;104180,1013;101169,6098;06;05;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común;JardCom - PriCom
1;activo;1;Estatal;201877;00;20187700;202177;1;activo;tecnicosensalud@buenosaires.gob.ar;INSTITUTO SUPERIOR DE TECNICATURAS PARA LA SALUD;INSTITUTO SUPERIOR DE TECNICATURAS PARA LA SALUD;PARQUE PATRICIOS;MONASTERIO;480;106396,8853;98685,81451;05;04;3;Ministerio de Salud;99;No corresponde - Otras dependencias;9999;No corresponde - Otras dependencias;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201880;00;20188000;202400;1;activo;"a1192.s@bue.edu.ar; info@institutouda.edu.ar.";INSTITUTO UNION DOCENTES ARGENTINOS;INSTITUTO UNION DOCENTES ARGENTINOS;CABALLITO;EL MAESTRO;80;102985,0076;101351,6877;08;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;1;Estatal;201882;00;20188200;200682;1;activo;dei_jm1_de14@bue.edu.ar;JARDIN MATERNAL Nº 01 DE 14 PAULA ALBARRACIN;JARDIN MATERNAL Nº 01 DE 14 PAULA ALBARRACIN;CHACARITA;LEIVA;4274;101209,29;104055,669;14;15;1;Ministerio de Educación;10;Dirección de Educación Inicial;1014;Jardines Maternales (JM);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;201883;00;20188300;201287;1;activo;DIRECCION@NUEVAESPERANZA.EDU.AR;ESCUELA NUEVA ESPERANZA;ESCUELA NUEVA ESPERANZA;SAN CRISTOBAL;AVDA. JUAN DE GARAY;2715;105552,3805;100056,5053;06;03;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común;JardCom - PriCom
1;activo;2;Privada;201884;00;20188400;202291;1;activo;BOOMERANGKINDER@YAHOO.COM.AR;JARDIN DE INFANTES BUMERANG;JARDIN DE INFANTES BUMERANG;PALERMO;AVDA. CERVIÑO;3447;105105,584;105412,7136;01;14;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;201886;00;20188600;202844;1;activo;INSTELGALILEO@GMAIL.COM;INSTITUTO EL GALILEO;INSTITUTO EL GALILEO;FLORES;BONIFACIO, JOSE;2562;99983,9574;99558,88782;11;07;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel primario especial, Educación integral para adolescentes y jóvenes - Especial;PriEsp - EducIntEsp
1;activo;2;Privada;201887;00;20188700;201353;1;activo;ESCUELAPRIMARIAEFEDI@YAHOO.COM.AR;ESCUELA DE FORMACION EDUCATIVA Y DEPORTIVA INFANTIL;ESCUELA DE FORMACION EDUCATIVA Y DEPORTIVA INFANTIL;PARQUE CHACABUCO;LA PLATA AV.;1707;103496,8856;99358,72811;08;07;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;2;Privada;201888;00;20188800;201291;1;activo;INSTITUTOINTEGRAL@IIDE.EDU.AR;INSTITUTO INTEGRAL DE EDUCACION;INSTITUTO INTEGRAL DE EDUCACION;ALMAGRO;AVDA. HIPOLITO YRIGOYEN;3700;104107,0976;101643,6718;06;05;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel secundario común, Nivel superior no universitario común, Nivel secundario de jóvenes y adultos;SecCom - SNUCom - SecAdu
1;activo;2;Privada;201889;00;20188900;202619;1;activo;ametguemes@gmail.com;INSTITUTO SUP. GRAL. MARTIN M. DE GUEMES;INSTITUTO SUP. GRAL. MARTIN M. DE GUEMES;BALVANERA;CATAMARCA;143;105124,9118;101931,7559;06;03;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201890;00;20189000;201539;1;activo;escuelaelbuenamigo@gmail.com;EL BUEN AMIGO;EL BUEN AMIGO;NUÑEZ;VUELTA DE OBLIGADO;2874;100114,4845;108324,9707;10;13;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;201891;00;20189100;201683;1;activo;GARABATOS_1@HOTMAIL.COM;INSTITUTO GARABATOS;INSTITUTO GARABATOS;VILLA URQUIZA;PIRAN;6324;96090,6277;106445,81;16;12;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;201892;00;20189200;201755;1;activo;COLEGIO_ARGENTINO_BFM@YAHOO.COM.AR;COLEGIO ARGENTINO BALDOMERO FERNANDEZ MORENO;COLEGIO ARGENTINO BALDOMERO FERNANDEZ MORENO;LINIERS;TUYUTI;6629;94848,91746;98328,25494;20;09;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;201892;01;20189201;202587;1;activo;COLEGIO_ARGENTINO_BFM@YAHOO.COM.AR;COLEGIO ARGENTINO BALDOMERO FERNANDEZ MORENO;COLEGIO ARGENTINO BALDOMERO FERNANDEZ MORENO;LINIERS;DE LA TORRE, LISANDRO;278;94741,761;98538,59911;20;09;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel primario común;PriCom
1;activo;2;Privada;201895;00;20189500;202694;1;activo;INFO@COLEGIOLIMERICK.COM.AR;COLEGIO LIMERICK;COLEGIO LIMERICK;FLORES;VARELA;265;99963,83738;99546,9488;11;07;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel secundario común;SecCom
1;activo;2;Privada;201895;01;20189501;201562;1;activo;INFO@COLEGIOLIMERICK.COM.AR;COLEGIO LIMERICK;COLEGIO LIMERIK;FLORES;BILBAO, FRANCISCO;2447;100249,2135;99324,00421;11;07;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;2;Privada;201897;00;20189700;201722;1;activo;DIRECCION.PRIMARIA@INTEGRALNUEVOSAYRES.ESC.EDU.AR;COLEGIO INTEGRAL NUEVOS AYRES;COLEGIO INTEGRAL NUEVOS AYRES;MONTE CASTRO;BAHIA BLANCA;2246;96779,7763;101754,7678;18;10;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;1;Estatal;201899;00;20189900;200335;1;activo;dei_jm7_de6@bue.edu.ar;JARDIN MATERNAL Nº 07 DE 06 DELFINA MARULL DE SARDA;JARDIN MATERNAL Nº 07 DE 06 DELFINA MARULL DE SARDA;PARQUE PATRICIOS;CATULO CASTILLO;2852;105550,9966;99417,59201;06;04;1;Ministerio de Educación;10;Dirección de Educación Inicial;1014;Jardines Maternales (JM);Nivel inicial común - Jardín maternal;MatCom
1;activo;1;Estatal;201900;00;20190000;200201;1;activo;dei_ei3_de4@bue.edu.ar;ESCUELA INFANTIL Nº 03 DE 04;ESCUELA INFANTIL Nº 03 DE 04;BOCA;AZOPARDO;1504;108905,9625;100418,4283;04;04;1;Ministerio de Educación;10;Dirección de Educación Inicial;1015;Escuelas Infantiles (EI);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;1;Estatal;201901;00;20190100;200605;1;activo;dei_jm5_de12@bue.edu.ar;JARDÍN MATERNAL Nº 05 DE 12 HOSPITAL GRAL DE AGUDOS DR.T.ALVAREZ;JARDÍN MATERNAL Nº 05 DE 12 HOSPITAL GRAL DE AGUDOS DR.T.ALVAREZ;FLORES;DR. JUAN FELIPE ARANGUREN;2605;99548,1827;100602,8172;12;07;1;Ministerio de Educación;10;Dirección de Educación Inicial;1014;Jardines Maternales (JM);Nivel inicial común - Jardín maternal;MatCom
1;activo;2;Privada;201905;00;20190500;201503;1;activo;MILENIOCOLLEGE2000@YAHOO.COM.AR;MILENIO III;MILENIO III;BELGRANO;FRANKLIN D. ROOSEVELT;2112;100477,0629;108130,6731;10;13;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;201905;01;20190501;202414;1;activo;MILENIOCOLLEGE2000@YAHOO.COM.AR;MILENIO III;MILENIO III;BELGRANO;11 DE SEPTIEMBRE DE 1888;2617;100761,226;108363,2423;10;13;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel primario común;PriCom
1;activo;2;Privada;201906;00;20190600;201615;1;activo;colegiocreceryser@gmail.com;CRECER Y SER;CRECER Y SER;PARQUE AVELLANEDA;AVDA. OLIVERA;1536;98542,1044;96967,98711;13;09;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;2;Privada;201907;00;20190700;201771;1;activo;INFO@ESBALUGANO.EDU.AR;E.S.B.A. LUGANO;E.S.B.A. LUGANO;VILLA LUGANO;MURGUIONDO;4633;99301,5377;94280,38091;21;08;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;JardCom - PriCom - SecCom
1;activo;2;Privada;201910;00;20191000;201471;1;activo;castellano@upperschool.edu.ar;LOMAS DE NUÑEZ;LOMAS DE NUÑEZ;NUÑEZ;ARCOS;4531;99366,1529;109855,7701;10;13;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;1;Estatal;201913;00;20191300;200329;1;activo;EEEFL36_DE6@BUE.EDU.AR;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 36 DR. AURELIO MARTINEZ DE 6;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 36 DR. AURELIO MARTINEZ DE 6;PARQUE PATRICIOS;GRAL. URQUIZA;2159;105084,001;99267,61501;06;04;1;Ministerio de Educación;50;Dirección de Educación Especial;5057;Escuelas de Educación Especial;Integración de modalidad especial, Cursos y talleres de la escuela especial;IntegEsp - CursosEsp
1;activo;1;Estatal;201914;00;20191400;200143;1;activo;EEE37_DE03@BUE.EDU.AR;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL Nº 37 FRANCISCO GATTI DE 03;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL Nº 37 FRANCISCO GATTI DE 03;SAN TELMO;AVDA. INDEPENDENCIA;672;108055,1021;101304,8513;03;01;1;Ministerio de Educación;50;Dirección de Educación Especial;5057;Escuelas de Educación Especial;Cursos y talleres de la escuela especial;CursosEsp
1;activo;1;Estatal;201915;00;20191500;200685;1;activo;EEEFL18_DE14@BUE.EDU.AR;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 18 CECILIA MA. ESTRADA DE CANO DE 14;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 18 CECILIA MA. ESTRADA DE CANO DE 14;VILLA ORTUZAR;GIRIBONE;1961;99472,3921;105547,7082;14;15;1;Ministerio de Educación;50;Dirección de Educación Especial;5057;Escuelas de Educación Especial;Integración de modalidad especial, Cursos y talleres de la escuela especial;IntegEsp - CursosEsp
1;activo;1;Estatal;201916;00;20191600;200610;1;activo;EEFL16_DE12@BUE.EDU.AR;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 16 DRA CAROLINA TOBAR GARCIA DE 12;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 16 DRA CAROLINA TOBAR GARCIA DE 12;VILLA SANTA RITA;CAMARONES;3559;97672,2583;101388,8782;12;11;1;Ministerio de Educación;50;Dirección de Educación Especial;5057;Escuelas de Educación Especial;Cursos y talleres de la escuela especial;CursosEsp
1;activo;2;Privada;201919;00;20191900;202666;1;activo;RECTORADO@CIENCIASDELASALUD.EDU.AR;INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD;INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD;FLORES;YERBAL;1885;100560,2793;100424,1067;12;07;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201921;00;20192100;201279;1;activo;secretaria@escuelapichonriviere.com.ar;INSTITUTO PRIMERA ESC. PRIV. DE PSICOLOGIA SOCIAL;INSTITUTO PRIMERA ESC. PRIV. DE PSICOLOGIA SOCIAL;SAN CRISTOBAL;24 DE NOVIEMBRE;997;104820,8331;100740,4162;06;03;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201926;00;20192600;201306;1;activo;ACADEMICA@ETER.EDU.AR;ESCUELA TERCIARIA DE ESTUDIOS RADIOFONICOS;ESCUELA TERCIARIA DE ESTUDIOS RADIOFONICOS;VILLA CRESPO;ACEVEDO;262;101927,4578;103333,6015;07;15;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201927;00;20192700;201352;1;activo;DR.RAMONCARRILLO@GMAIL.COM;INSTITUTO DR. RAMON CARRILLO;INSTITUTO DR. RAMON CARRILLO;CABALLITO;RIVADAVIA AV.;6028;101187,9962;100537,7234;08;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común, Formación profesional / Capacitación laboral para jóvenes y adultos;SNUCom - FormProf
1;activo;2;Privada;201932;00;20193200;201233;1;activo;INSTITUTO@FUNDACIONDOCENCIA.ORG.AR;FUNDACION DOCENCIA E INVESTIGACION PARA LA SALUD;FUNDACION DOCENCIA E INVESTIGACION PARA LA SALUD;MONTSERRAT;VENEZUELA;1262;107275,0505;101631,4693;03;01;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;201934;00;20193400;202693;1;activo;CONTACTO@GRUPOCAMINANTES.COM.AR;INSTITUTO GRUPO CAMINANTES;INSTITUTO GRUPO CAMINANTES;BOEDO;BATHURST;3323;104766,5411;99248,96432;06;05;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel primario especial, Educación integral para adolescentes y jóvenes - Especial;PriEsp - EducIntEsp
1;activo;2;Privada;201935;00;20193500;202838;1;activo;INSTITUTORECREATIVOIRTE@GMAIL.COM;INSTITUTO RECREATIVO TERAPEUTICO ESPECIAL;INSTITUTO RECREATIVO TERAPEUTICO ESPECIAL;FLORES;CARACAS;1046;99731,11578;101251,8517;12;07;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Educación integral para adolescentes y jóvenes - Especial;EducIntEsp
1;activo;2;Privada;201937;00;20193700;202843;1;activo;INSTITUTOSUYAY2007@YAHOO.COM.AR;INSTITUTO  SUYAY;INSTITUTO  SUYAY;PATERNAL;MATURIN;2454;100187,4952;103238,9863;14;15;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Educación integral para adolescentes y jóvenes - Especial;EducIntEsp
1;activo;1;Estatal;201938;00;20193800;200142;1;activo;EEEFL22_DE3@BUE.EDU.AR;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y DE FORMACIÓN INTEGRAL Nº 22 PEDRO B.PALACIOS-ALMAFUERTE DE 03;ESC. PARA JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y DE FORMACIÓN INTEGRAL Nº 22 PEDRO B.PALACIOS-ALMAFUERTE DE 03;SAN CRISTOBAL;AVDA. SAN JUAN;2128;106233,0342;100679,5347;03;03;1;Ministerio de Educación;50;Dirección de Educación Especial;5057;Escuelas de Educación Especial;Integración de modalidad especial, Cursos y talleres de la escuela especial;IntegEsp - CursosEsp
1;activo;2;Privada;201939;00;20193900;201301;1;activo;LIWENINSTITUTO@GMAIL.COM;ESCUELA LIWEN;ESCUELA LIWEN;BOEDO;CARLOS CALVO;3893;103950,9857;100521,8129;06;05;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel primario especial, Integración de modalidad especial, Cursos y talleres de la escuela especial, Educación integral para adolescentes y jóvenes - Especial;PriEsp - IntegEsp - CursosEsp - EducIntEsp
1;activo;1;Estatal;201941;00;20194100;200312;1;activo;dep_emp0_de6@bue.edu.ar;ESCUELA DE CORO Y ORQUESTA ATHOS PALMA DE 06;ESCUELA DE CORO Y ORQUESTA ATHOS PALMA DE 06;PARQUE PATRICIOS;CATULO CASTILLO;2750;105605,0002;99530,58721;06;04;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201942;00;20194200;200814;1;activo;dep_emp2_de18@bue.edu.ar;ESCUELA DE MUSICA Nº 2 DE 18;ESCUELA DE MUSICA Nº 2 DE 18;FLORESTA;CAMARONES;4351;97032,2457;100742,9197;18;10;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201943;00;20194300;200011;1;activo;DEP_CECEP1_DE1@BUE.EDU.AR;CENTRO EDUC. COMPL. DE EDUC. PLASTICA N°1 DE 01;CENTRO EDUC. COMPL. DE EDUC. PLASTICA N°1 DE 01;PALERMO;JULIAN ALVAREZ;2849;104785,2477;104980,4979;01;14;1;Ministerio de Educación;20;Dirección de Educación Primaria;2024;Centros Educativos Complementarios de Educación Plástica;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201944;00;20194400;200848;1;activo;DEP_CECEP19_DE19@BUE.EDU.AR;CENTRO EDUC. COMPL. DE EDUC. PLASTICA Nº 19 DE 19;CENTRO EDUC. COMPL. DE EDUC. PLASTICA Nº 19 DE 19;NUEVA POMPEYA;AVDA. CASEROS;4050;103828,01;98803,67831;19;04;1;Ministerio de Educación;20;Dirección de Educación Primaria;2024;Centros Educativos Complementarios de Educación Plástica;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201945;00;20194500;200457;1;activo;dep_emp8_de9@bue.edu.ar;ESCUELA DE MUSICA N° 8 DE 9;ESCUELA DE MUSICA N° 8 DE 9;VILLA CRESPO;MALABIA;964;102719,2452;103805,6113;09;15;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201946;00;20194600;200570;1;activo;dep_emp7_de11@bue.edu.ar;ESCUELA DE MUSICA N° 7 DE 11;ESCUELA DE MUSICA N° 7 DE 11;FLORES;LAUTARO;752;100884,0989;99330,79001;11;07;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201947;00;20194700;200621;1;activo;DEP_EMP3_DE13@BUE.EDU.AR;ESCUELA DE MUSICA N° 6 DE 13;ESCUELA DE MUSICA N° 6 DE 13;MATADEROS;AVDA. LARRAZABAL;1556;96689,1082;97284,01261;13;09;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201948;00;20194800;200703;1;activo;dep_emp9_de15@bue.edu.ar;ESCUELA DE MUSICA N° 9 DE 15;ESCUELA DE MUSICA N° 9 DE 15;VILLA URQUIZA;AVDA. TRIUNVIRATO;5101;97582,4712;106409,768;15;12;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201949;00;20194900;200768;1;activo;dep_emp3_de17@bue.edu.ar;ESCUELA DE MUSICA N°3 DE 17;ESCUELA DE MUSICA N°3 DE 17;VILLA DEL PARQUE;BAIGORRIA;3169;97347,243;102767,9988;17;11;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
1;activo;1;Estatal;201950;00;20195000;200858;1;activo;DEP_EMP4_DE19@BUE.EDU.AR;ESCUELA DE MUSICA N°04 DE 19;ESCUELA DE MUSICA N°04 DE 19;VILLA SOLDATI;PORTELA;3150;101873,9519;96363,81571;19;08;1;Ministerio de Educación;20;Dirección de Educación Primaria;2023;Escuelas de Música - Primarias-;Servicios complementarios/alternativos;ServComp
